image_path,speed_kmh,acceleration_ms2,vibration_hz,temperature_c,hazard
synthetic_data/images/animal_crossing_91.png,12.23,-1.46,17.63,20.08,animal_crossing
synthetic_data/images/animal_crossing_92.png,21.34,-3.74,21.78,16.63,animal_crossing
synthetic_data/images/animal_crossing_93.png,25.01,-3.17,15.38,22.6,animal_crossing
synthetic_data/images/animal_crossing_94.png,38.7,-4.18,12.11,21.36,animal_crossing
synthetic_data/images/animal_crossing_95.png,38.38,-2.41,21.42,26.26,animal_crossing
synthetic_data/images/animal_crossing_96.png,14.12,-2.0,20.74,33.12,animal_crossing
synthetic_data/images/animal_crossing_97.png,12.68,-3.74,16.46,19.0,animal_crossing
synthetic_data/images/animal_crossing_98.png,30.56,-3.87,16.37,32.04,animal_crossing
synthetic_data/images/animal_crossing_99.png,31.36,-2.77,24.29,33.86,animal_crossing
synthetic_data/images/animal_crossing_100.png,25.45,-2.02,23.37,16.47,animal_crossing
